origin,origin_idx,h,h_grade,grade_date,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2012-01-13,260,63,62,2012-04-13,14.99,21.62,0.4675189668304134,0.0,0.0003247889329050125,0.1325409968329877,5.393469408142063,5.407371218030802,3.3021540561581375,3.311837537288918,66.7964994545836,67.91731689427063,0.99435,False,False,False,0.4346596707012603,0.430612957555596,0.0017139351356720844,2.7607360734183084
2012-04-13,322,63,63,2012-07-13,21.62,21.61,2.1920975106854286,0.0,0.0003247889329050125,0.13772269277061838,0.6452938880907915,0.6740897640053041,0.0022658937594677298,0.014379612638087735,9.714810438401766,9.582769975595873,0.49905,True,True,True,0.4493436835523481,0.44323635409786644,-0.00025292379653407693,-0.005717508199496086
2012-07-13,385,64,65,2012-10-15,21.61,22.67,1.652500996834804,0.0,0.0003247889329050125,0.14624776434897452,0.8211634497120255,0.8826002514009226,0.5136923151130013,0.5241589857289775,10.27654985290965,10.792228293966225,0.63795,True,True,True,0.47554603669179313,0.49940899092856206,0.001509272085793656,0.3252118436097764
2012-10-15,450,63,61,2013-01-15,22.67,17.35,1.9305355707469793,0.0,0.0003247889329050125,0.13989419333056094,3.8530421303751297,3.864116878566284,2.6727176681966114,2.679800810076495,25.50256384756545,27.41794173195628,0.0303,False,False,False,0.453576802584076,0.44313145009404936,0.001121982196436777,-1.9141233862848048
2013-01-15,511,61,61,2013-04-15,17.35,14.99,0.7944457386460367,0.0,0.0003247889329050125,0.13766324159676607,1.4908741384620159,1.4697786903694268,1.1806634828977467,1.2054662060986532,7.78887471552812,8.5672931560391,0.1266,False,True,True,0.4489264965722259,0.4937921127400057,7.648217841449423e-05,-1.064437982947434
2013-04-15,572,62,63,2013-07-15,14.99,15.27,-1.176188990415417,0.0,0.0003247889329050125,0.14104680031796354,0.4684568618478424,0.5841552361163247,0.13034922872231114,0.13840007040936264,6.8683605233809235,8.096173131221336,0.55285,True,True,True,0.45819616566917437,0.5401049453783413,0.0012876279223066334,0.12890769689309986
2013-07-15,635,63,65,2013-10-15,15.27,17.81,-1.0972800157081202,0.0,0.0003247889329050125,0.14366554936233847,1.5673705017785535,1.4817436606499044,1.27050420345671,1.2549706110115384,7.095348106641863,7.925739707079899,0.8778,False,True,True,0.4646593390073257,0.5190399284269744,-6.603843571850732e-05,1.0687683290784509
2013-10-15,700,63,63,2014-01-15,17.81,19.91,-1.0748104471621989,0.0,0.0003247889329050125,0.1420658624145072,1.240590872970146,1.2378276631920424,1.0565003145645324,1.048666467576048,8.220116077343185,9.698702496068336,0.8012,False,True,True,0.46154497907597897,0.5445649913570093,-0.0007299623317834625,0.7822937189327249
2014-01-15,763,62,62,2014-04-15,19.91,18.5,0.48978045658394126,0.0,0.0003247889329050125,0.14227726022172923,0.9139316709031917,0.9425976390257473,0.7016916837929372,0.7141444834680541,9.127141916613285,9.423525046171758,0.28065,True,True,True,0.458419985766614,0.4733061298931069,-0.000332327092623097,-0.5185380630028701
2014-04-15,825,63,62,2014-07-15,18.5,23.83,0.935685945889783,0.0,0.0003247889329050125,0.1387684565092735,3.8443934530474237,3.9445682267755346,2.6459988252309063,2.654895889721171,22.293437155638028,31.90720051898105,0.96705,False,False,False,0.4476897375316674,0.4041293828910243,0.0020541810561180984,1.8220983100476396
2014-07-15,887,64,65,2014-10-15,23.83,24.39,1.7903568882610275,0.0,0.0003247889329050125,0.1333158954952577,0.731077053173012,0.7042642106760828,0.2887008714093362,0.29422779391802045,10.364466292483158,9.314027637812714,0.579,True,True,True,0.4349335414386554,0.3908530271847551,-0.0007302451875228488,0.17179595950797963
2014-10-15,952,64,63,2015-01-15,24.39,26.7,1.6976111288257616,0.0,0.0003247889329050125,0.13780390049573074,1.372227967685867,1.356640450648415,1.1531925907802112,1.155908302215348,10.667337374595423,8.633161964237754,0.7662,False,True,True,0.43736520601047246,0.35396318016554956,0.0001482090381130785,0.654303426253623
2015-01-15,1015,62,61,2015-04-15,26.7,31.69,1.4424752589478298,0.0,0.0003247889329050125,0.12975685734377965,3.299663947244947,3.362067989031357,2.4995649347321542,2.5132242516191834,11.090747492265137,9.695387745253221,0.92225,False,False,True,0.4153838012084321,0.3631231365263379,-0.00034194267656573185,1.3179482215004388
2015-04-15,1076,63,63,2015-07-15,31.69,31.7,2.3953299532095778,0.0,0.0003247889329050125,0.12506718218812723,0.8581256663344625,0.8416696246305269,0.009665585602769866,0.03117420635936874,12.983754532583092,11.915790887545462,0.49785,True,True,True,0.40971140841221493,0.3760110725006457,0.0009255655161104492,-7.421413305331773e-05
2015-07-15,1139,64,65,2015-10-15,31.7,27.97,1.353895201715962,0.0,0.0003247889329050125,0.12814009032843748,2.3050656562645617,2.3350139624963333,1.854217043695101,1.8718877245481558,13.384017324090955,11.622552071760143,0.1473,False,True,True,0.42220874839403644,0.36664202119117173,-0.0006803127006245191,-0.9794667873307876
2015-10-15,1204,64,63,2016-01-15,27.97,24.28,0.7123890042202443,0.0,0.0003247889329050125,0.13860242228586067,2.273645616504144,2.2658304385667445,1.8264225052660272,1.836796719888234,12.546257280581017,12.139329651264806,0.1369,False,True,True,0.4485612184691104,0.4340125009390349,-0.0013283871815495951,-1.0231013831995757
2016-01-15,1267,63,62,2016-04-15,24.28,27.46,0.13109816543918487,0.0,0.0009481995596740592,0.15115173193504175,1.8608612579606927,1.8709415752084477,1.570599104278248,1.583086998684223,12.158527604795779,10.911971172818653,0.8042,False,True,True,0.5007630809223962,0.44942220645875836,0.0015980968469317958,0.8079909705655188
2016-04-15,1329,63,63,2016-07-15,27.46,24.69,-0.6598182894509853,0.0,0.0009481995596740592,0.13939375900333134,1.6877372659932277,1.720507189363274,1.3797948249153364,1.427244521716414,12.437658129271107,12.543934810343377,0.20445,False,True,True,0.4529372953121306,0.4568075313307857,-0.0003791096201503086,-0.7696205146447558
2016-07-15,1392,64,65,2016-10-17,24.69,29.39,-1.0378349006469838,0.0,0.0009481995596740592,0.1368889215073369,3.0268940972795817,2.892140874738308,2.354609286941738,2.3333232203973946,11.026048052313872,11.56799348943662,0.9104,False,False,True,0.4465795079916513,0.46852950544498256,-0.00037337277778359823,1.2660482353553704
2016-10-17,1457,63,62,2017-01-17,29.39,30.0,0.1423765300826117,0.0,0.0009481995596740592,0.13442820809431505,0.8835402317113834,0.9001417571036665,0.2896723942835209,0.3036442524766638,12.822506396767022,12.262486788358007,0.56615,True,True,True,0.43628807066236885,0.4172333034487243,0.0010430490450139551,0.14576331820110042
2017-01-17,1519,62,62,2017-04-17,30.0,35.46,0.7972798074060461,0.0,0.0015700594892876208,0.12972657530503953,3.4659669788015,3.613386717731738,2.6859567823211883,2.7158751536696855,12.726806487541513,11.04093691661604,0.91005,False,False,True,0.42422688291805044,0.368031230553868,0.0029362145119207206,1.2768228800084898
2017-04-17,1581,62,63,2017-07-17,35.46,37.39,1.3437751247836474,0.0,0.0021903764171431876,0.12281085409502619,1.2694304282894886,1.158859805329221,0.9023840847550986,0.9181624826931056,14.155994819551289,11.217515508290589,0.6779,True,True,True,0.39921023179783666,0.3163427949320527,0.0035316365056345944,0.4137062012980083
2017-07-17,1644,63,65,2017-10-17,37.39,40.12,2.1970512554456008,0.0,0.0028091579814969203,0.11906258115301828,1.6253192953283673,1.5391126603728624,1.3307962083350517,1.304969835979385,14.362147046733579,11.078652776000752,0.73645,True,True,True,0.38411733208701737,0.29629988702863735,0.001829568957739891,0.5682937113235954
2017-10-17,1709,64,62,2018-01-17,40.12,44.78,1.8205617463525803,0.0,0.0028091579814969203,0.11277814154896093,2.759767453274078,2.83193156316724,2.2879331298782084,2.2669613649793305,14.61175316506607,11.559986488508912,0.85115,False,True,True,0.36420122545030087,0.28813525644339266,0.0020970523490424497,0.9494525146869092
