origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2022-01-17,21.8,24.37,2.260582682559155,0.0,0.0023691263936114486,0.07044467719521078,1.7113840437733292,1.7158057180801598,1.2510846556066415,1.258592675317976,5.018052118605251,4.882835435101235,0.94345,False,False,True,0.23018587700024087,0.2239832768395062,0.0031114994856291656,1.5483607249161406
2022-04-13,24.37,19.3,1.3410497352722042,0.0,0.002957742856799322,0.0836600565828703,4.1101226913133715,3.9941037527070966,2.5747112734775808,2.568710941582731,47.787469053205776,42.23603608966651,0.0064,False,False,False,0.2719129760429859,0.2995968750459759,0.003259029419579784,-2.8233965434759005
2022-07-18,19.3,20.03,-0.4795981652630062,0.0,0.005297764032099942,0.13076768297494284,0.6245937853265517,0.5644761002583016,0.3174271837676734,0.30988028905787246,8.278610915746992,6.968261428497939,0.60595,True,True,True,0.4289435707640928,0.36104981494807975,0.004929825516303277,0.243395684703582
2022-10-10,20.03,18.15,0.2236084495873842,0.0,0.008765231695884836,0.15477362596254274,1.248783902647012,1.2539975208985978,1.0078871751287668,1.043557756623791,10.122997547131893,8.399161171755342,0.22435,False,True,True,0.5053917896720865,0.41932906499028166,0.0067785496883441265,-0.693437399268053
2023-01-04,18.15,15.63,-0.8426903905102628,0.0,0.011616705754626668,0.13366542296666867,1.7707677405626376,1.7126354133177577,1.3659827166244094,1.3614605212817752,7.981116489163647,8.097705865883803,0.098,False,False,True,0.43973093604207425,0.4461545931616421,0.011678536267152761,-1.2052116280832958
2023-04-02,15.63,15.68,-0.6952852580828675,0.0,0.01274780164953091,0.14622495728786117,0.49996826682216833,0.5440573084632534,0.07017706915422384,0.07833491424286088,7.521057459143,7.649868740206822,0.472,True,True,True,0.48119369540262313,0.4894349801795791,0.012178767646093824,-0.06533721286610772
2023-07-03,15.68,15.3,-0.4824255571578345,0.0,0.01331134093768952,0.14280980547971153,0.549893864546757,0.5734104097005202,0.2849522049784863,0.3002738709987156,7.366424483071459,7.225654354524563,0.3828,True,True,True,0.4697974797877206,0.4608197930181482,0.012111250635011173,-0.2649995029013459
2023-09-25,15.3,15.62,-0.6125521826010191,0.0,0.013873549553327565,0.10508589985030832,0.3473843080215915,0.449660413553596,0.05301439113895601,0.06930724683111489,5.309791746305615,6.331742465090096,0.53175,True,True,True,0.3470452121768376,0.41383937680327426,0.01398504690994029,0.06495416102013295
2023-12-20,15.62,14.7,-0.3245022410952244,0.0,0.013873549553327565,0.11379007435717317,0.6974458597834997,0.7045431053134315,0.5636489315221977,0.5578431045012318,5.808884371002108,6.201260691212511,0.2327,False,True,True,0.3718876037773437,0.39700772671014795,0.013271310054058683,-0.6554016297246187
2024-03-18,14.7,14.18,-0.15657971997512413,0.0,0.013873549553327565,0.09571169739546118,0.46997814973332686,0.49306697175302605,0.36719871190751796,0.36084662845250737,4.6432018714675465,5.036165200466311,0.2834,True,True,True,0.31586407288894874,0.34259627214056537,0.014584858762927588,-0.5212374619991074
2024-06-13,14.18,15.76,0.5202842117073498,0.0,0.013873549553327565,0.11175225063614576,0.8245462715947148,0.8314862501912474,0.6911372857133582,0.6982425123710492,5.23282489290621,4.4304040768679,0.8125,False,True,True,0.3690285538015663,0.31244034392580394,0.013943965343673037,0.8211826898342738
2024-09-10,15.76,17.2,0.36141061976649236,0.0,0.013873549553327565,0.08332319514326028,0.7335474692361456,0.7261180844153562,0.6135902783502676,0.6137339532006427,4.273563742359981,4.529783457465783,0.83385,False,True,True,0.271165212078679,0.28742280821483396,0.013503771782960916,0.882836402395172
2024-12-05,17.2,16.65,-0.11922896376377558,0.0,0.012182925374857007,0.0890541512946995,0.5024340110251933,0.4973920933701076,0.3860230470366055,0.38752014750136965,4.997767583981538,4.676862171945242,0.28895,True,True,True,0.2905678827896243,0.2719105913921652,0.012909656632163369,-0.5017407062804837
2025-03-09,16.65,17.23,-0.1377981499087756,0.0,0.011616705754626668,0.08674418688528623,0.35505520516373845,0.33684940387075046,0.1905489371368656,0.20091860810362228,4.7287299159900265,4.08258862026589,0.6142,True,True,True,0.28400780276216375,0.2452005177336871,0.011946073617193465,0.260825873999823
2025-06-11,17.23,18.81,0.44758801439401924,0.0,0.011616705754626668,0.08830736273375975,0.8211513121727164,0.8299548906123361,0.6874403593260681,0.6922139244184375,4.9695831053253485,4.18806554412361,0.82475,False,True,True,0.28842618138858667,0.24306822658871793,0.01190477546998614,0.8619880003434123
2025-09-03,18.81,18.29,-0.10153788665449527,0.0,0.011616705754626668,0.10675847894000054,0.5613243862831137,0.49464020515668017,0.3841001856297659,0.3583705722814372,6.619344411557709,5.018753090351236,0.33525,True,True,True,0.3519056040168904,0.26681302979007104,0.013195128721931626,-0.37140737727329004
2025-11-26,18.29,19.84,-0.22512015824399983,0.0,0.010480210813517696,0.10166890474273726,0.808490353500467,0.8183141006428701,0.6794139457905484,0.6917505772612191,6.118835321794895,4.727919124775141,0.77875,False,True,True,0.3345453975830998,0.2584974917865031,0.010452274927222671,0.6970216588813698
2026-02-23,19.84,18.0,-0.41922043893054517,0.0,0.009909922545433205,0.10337404424893679,1.2485118861131443,1.2991007293883103,1.0012443600121177,1.0118156543874122,6.582253792667341,5.471914020918632,0.1315,False,True,True,0.33176682422718456,0.27580211798985044,0.008189955646382918,-1.037380972033492
