origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u,origin_idx
2017-07-16,3.49,4.8,0.1660128431422504,0.0,0.01887456687964473,0.3878150587518161,0.7095425980653963,0.8225162970340252,0.6145160965448633,0.6214798116148217,4.792516650910263,2.4311646775917444,0.79585,False,True,True,1.3732139400889003,0.6966087901409009,0.023199944673430783,0.7731510369527664,260
2017-10-18,4.8,4.6,1.6763486799093155,0.0,0.01887456687964473,0.3880747466862542,0.4391372952336805,0.28610707982436256,0.14908945535377605,0.14455871079845828,6.547774201321861,3.6507686519786247,0.4295,True,True,True,1.3641196252753878,0.7605768024955468,0.020453939730739945,-0.15830502196554488,320
2018-01-15,4.6,4.01,-1.1577492088819514,0.0,0.01887456687964473,0.3735732426014914,0.5041228040978039,0.42822699672536124,0.3362804335248164,0.3408333356875284,6.049179116406804,3.700652273524918,0.3268,True,True,True,1.3150389383493053,0.80448962467933,0.017948014576007143,-0.41796256061834125,380
2018-04-12,4.01,3.69,-0.3376645952451342,0.0,0.01887456687964473,0.3591022934366022,0.3627971124271526,0.2912916480753306,0.1886986039993166,0.2039482594450195,4.958141404709442,3.186946925922562,0.37635,True,True,True,1.2364442405759208,0.7947498568385442,0.014313518204148057,-0.28415120708133595,440
2018-07-12,3.69,3.63,-0.2296450914160811,0.0,0.01887456687964473,0.3217324736803745,0.26551050850559277,0.19900530530863075,0.06512787683011423,0.06363790514766032,4.0899448532036935,2.7204052084889176,0.4499,True,True,True,1.1083861390795917,0.7372371838723354,0.01903949963691831,-0.10962019547445037,500
2018-10-15,3.63,4.86,0.1139603433058264,0.0,0.01887456687964473,0.31501543588270703,0.6871671406914037,0.7416847403165376,0.5829760436603926,0.5793977510342572,3.923033815749139,2.5605642099700887,0.82575,False,True,True,1.0807255690768978,0.7053895895234404,0.01764405307967354,0.8664058698940128,560
2019-01-10,4.86,6.48,1.2860670019554397,0.0,0.01887456687964473,0.2651890806532911,0.9309981161038744,1.054888123309047,0.7695452830471012,0.7617779173510422,4.353212004366531,3.037876041447532,0.86465,False,True,True,0.8957226346433191,0.549475071897844,0.016648031667859664,1.0136446980016336,620
2019-04-07,6.48,6.0,1.764625037112304,0.0,0.01887456687964473,0.2831308092743493,0.4887612836407944,0.3651987685606587,0.30186432892304493,0.29384914117779726,6.306734044040645,3.0926584165211715,0.34835,True,True,True,0.9732614265494822,0.4772621013149956,0.019093928679952077,-0.338485268563302,680
2019-07-11,6.0,6.25,-0.931676206215555,0.0,0.01887456687964473,0.25705169008030215,0.34182521897536144,0.21679455782952017,0.07259683403322814,0.07312958029517391,5.197153652384976,2.920843252583327,0.54055,True,True,True,0.8661922753974961,0.4868072087638879,0.01746772198892388,0.08538137848365891,740
2019-10-10,6.25,5.84,0.28002448059358526,0.0,0.01887456687964473,0.2805863623102899,0.4616879353590435,0.3454046342551753,0.2702054144928221,0.26334419507422524,5.993041079319599,3.3120747421016477,0.36805,True,True,True,0.9588865726911358,0.5299319587362636,0.020865732637703083,-0.30908570564065047,800
