origin,spot,realized,z,alpha,drift,sigma_h,crps,crps_b,pin50,pin50_b,wink,wink_b,pit,in50,in80,in90,w90,w90_b,med_disp,u
2023-03-07,391.0,529.0,1.8118608687262039,0.0,0.012182925374857007,0.17364845896837305,93.19416483821114,93.17853961942711,66.24355464408524,66.57877292465045,304.6133506510855,374.81825655815527,0.95445,False,False,False,0.5794971192120641,0.5674712418503968,0.01409946473613699,1.6706047852167396
2023-06-06,529.0,815.0,1.6497091724973576,0.0,0.01331134093768952,0.1634801860776645,223.62558357213746,222.12123565408513,139.30053352014522,139.55043372541712,2618.777290941721,2561.524036467902,0.9904,False,False,False,0.541604470586951,0.5537056046100652,0.013986640755594637,2.562318715773131
2023-09-05,815.0,734.4,1.9986678914655582,0.0,0.013873549553327565,0.1761565892839249,56.5446674925912,57.42976475749643,45.781384497076544,46.25873209042817,478.2604238172386,484.2017281869579,0.2385,False,True,True,0.5868226059107222,0.5941125499226477,0.01345125029957428,-0.6699029764802465
2023-11-29,734.4,1054.0,2.279973612434476,0.0,0.013873549553327565,0.17129938490568536,233.66899251055077,223.57897861659075,155.49731643592781,153.84593113474716,1916.859685559883,1438.181281099288,0.97655,False,False,False,0.5634438024893245,0.6171168440433774,0.011717547832440722,2.0281470387823237
2024-02-21,1054.0,842.4,2.389401014836101,0.0,0.013873549553327565,0.17702042149724165,150.76873049332232,144.49093841323014,113.15818230934116,112.79378383277327,619.0869626126947,657.2661151599609,0.0776,False,False,True,0.587369034736902,0.6235921396204562,0.013962395273892092,-1.3442873755589693
2024-05-23,842.4,1022.8,1.7981554355032785,0.0,0.013873549553327565,0.17611363551474876,103.35865155180689,99.73952307944471,84.64615018587403,84.10013449489463,490.9900765451363,539.922071648709,0.863,False,True,True,0.5828467195455084,0.6409331334861218,0.013185778286149086,1.0230368166401842
2024-08-22,1022.8,1165.4,0.7863550074904456,0.0,0.013873549553327565,0.17000540788375265,76.22193459821912,75.52443812365387,64.94074423663051,63.73112901378272,574.3610000858656,590.7634015982608,0.776,False,True,True,0.5615574893291607,0.5775942526381118,0.012434993671039507,0.6861361834935058
2024-11-17,1165.4,1117.6,1.2653659615770079,0.0,0.012182925374857007,0.16630493359115647,50.533136319722175,50.63354944518149,31.05604698693537,29.485431353176523,644.7585040682633,611.9188942153733,0.3537,True,True,True,0.5532508186616297,0.5250719874853039,0.012280842606719133,-0.3250882037810685
2025-02-09,1117.6,1037.0,0.8280352816407275,0.0,0.011616705754626668,0.16094712120036334,60.19746452773731,59.88501575777683,46.278175598511325,45.8038298180486,590.3784842696149,566.5565737751814,0.27295,True,True,True,0.5282556230043083,0.5069403845518803,0.010698238365267398,-0.5372466734599546
2025-05-11,1037.0,928.0,0.2510293490884772,0.0,0.011616705754626668,0.16854576460711534,74.50623119564483,73.66977608257451,61.118439436260815,60.36279573664524,580.2912753177902,540.1763833816841,0.21225,False,True,True,0.559586572148303,0.5209029733671013,0.012764589076684318,-0.7278271363502101
2025-08-07,928.0,930.0,0.09569221714597971,0.0,0.011616705754626668,0.16815303566004836,34.236948247916686,35.7474485979525,4.403282325372686,3.5960139874471224,517.7563742078482,505.7281722714547,0.47445,True,True,True,0.5579271273791468,0.5449657028787227,0.011645005011579057,-0.056281186696257195
2025-11-02,930.0,798.5,-0.4494560323702041,0.0,0.010480210813517696,0.16422889500403431,87.52841250993067,86.51410143135055,70.22295092541083,70.2446567914177,499.51315923196285,483.11988499909194,0.14485,False,True,True,0.5371109239053364,0.5194837473108516,0.009619249301958677,-0.9920899078188996
2026-01-25,798.5,577.0,-1.5145353085563076,0.0,0.009909922545433205,0.1600141994443616,170.12639048655146,168.7730103781658,115.19315105148297,115.35285198393797,1346.2174840114026,1356.7677270928139,0.02185,False,False,False,0.5247724739064796,0.520028181694374,0.011128744023751969,-2.092330710993025
